,N,P,K,temperature,humidity,ph,rainfall,state,label
932,37,121,201,23.166671073191253,90.63195038026898,6.096180533052855,100.29338054837346,Jammu and Kashmir,apple
933,20,131,202,23.390233854012774,93.02747516204664,6.357811079507819,115.71616030610443,Jammu and Kashmir,apple
934,10,133,201,22.853646280786318,90.18651459966338,6.440768095292881,119.60989766645329,Andhra Pradesh,apple
935,6,133,201,23.249206611057485,92.92572567113288,5.8944452833627885,124.26017853446854,Nagaland,apple
936,4,121,200,22.178450841948354,92.70190164620665,6.291346896354292,118.95754142286917,Himachal Pradesh,apple
937,37,129,199,23.827483699046006,90.56553303104405,6.374397179070439,117.4201100186323,Jammu and Kashmir,apple
938,27,122,195,23.821456858646314,94.11155153143112,6.183590836573313,116.99797561485374,Uttar Pradesh,apple
939,10,142,198,23.6310416927981,90.35380320859224,6.420078276878721,110.92509743783529,Punjab,apple
940,35,141,195,21.08238707365563,92.60572494308474,5.82742994908687,118.99724043680284,Uttarakhand,apple
941,12,142,197,22.951805020331395,92.44010325895785,6.325958680008422,123.42662784220792,Punjab,apple
942,22,128,203,21.152429032432412,91.53077418284703,5.886333922827009,108.1541944278635,Himachal Pradesh,apple
943,20,144,204,21.311969592995933,90.0409288650921,5.7356442881128835,113.72897760222986,Jammu and Kashmir,apple
944,15,142,204,22.858293216232685,90.55730813468483,6.143286138046802,124.80516294656164,Punjab,apple
945,24,143,197,23.79818159595205,90.59729176701525,6.04800894156375,104.39185449620564,Andhra Pradesh,apple
946,25,127,196,22.870114797524096,94.45299791678256,6.322157335302374,104.7750965638446,Nagaland,apple
947,18,138,200,22.23166225347018,93.93229217038012,5.969480040361282,122.01217089418239,Punjab,apple
948,33,120,197,21.197092133793916,92.9410285611618,6.31825814435223,112.39440443627268,Uttarakhand,apple
949,31,139,199,22.855762428109944,90.08208324053747,5.967405940317504,109.1633767709964,Andhra Pradesh,apple
950,21,144,200,23.722004782545774,92.8406367244025,6.010245967959963,112.76743970801249,Himachal Pradesh,apple
951,3,130,204,22.37802704384021,92.7860434148765,6.249904167715047,102.43571491139681,Uttarakhand,watermelon
952,2,131,200,23.892330008702523,90.22944267853823,5.582565545604944,110.29110980830309,Punjab,watermelon
953,32,128,203,21.73717829945029,94.64140064164917,5.574893433254983,121.12450081023617,Uttar Pradesh,watermelon
954,25,121,199,21.61320240330715,93.8826423512471,5.700739699117153,100.57815701357563,Andhra Pradesh,watermelon
955,27,126,203,21.664349391859634,92.22044131743175,6.021069420046135,104.15296779974504,Jammu and Kashmir,watermelon
956,28,124,204,21.261786647841635,91.82368138222348,5.60493740689763,108.853809983873,Nagaland,watermelon
957,16,126,196,21.465028241723207,94.69399556899415,6.39502947607504,117.1656576341069,Punjab,watermelon
958,9,144,195,22.721593799381424,90.04997562603282,6.092414479838191,101.79394822301697,Himachal Pradesh,watermelon
959,10,142,201,23.855179833724446,93.71703538019695,6.485792463945792,124.97225652422611,Himachal Pradesh,watermelon
960,31,139,197,23.52016474978588,94.6476117076582,6.127326437069434,101.7330273233299,Nagaland,watermelon
961,36,135,203,23.90856930197513,93.75770046857672,5.748350192862096,106.81478616071895,Nagaland,watermelon
962,30,142,199,21.930564117808135,91.70637465837997,6.0793781332860455,105.31993581959932,Himachal Pradesh,watermelon
963,5,140,201,23.22597190702985,93.0352998230531,5.652215007879065,123.36356603593453,Nagaland,watermelon
964,34,142,195,21.219300209847145,91.04484993661504,6.159807226503045,116.16197649580724,Uttarakhand,watermelon
965,11,144,203,23.645255256557874,92.31516512786756,6.067876410497826,120.51635043514642,Uttarakhand,watermelon
966,14,137,197,22.287995906264058,90.24332266104885,6.217161494802373,113.04878535726405,Nagaland,watermelon
967,14,133,200,22.91771050386153,91.67329551599853,6.041389066120516,102.5005912472073,Uttar Pradesh,watermelon
968,35,130,202,21.657664104031742,92.17918141235832,5.600749803121031,111.11415984531486,Jammu and Kashmir,watermelon
969,17,121,203,22.10865366900301,92.53337453277358,6.137686517953356,108.04737711136742,Punjab,watermelon
970,18,139,196,23.972187440160088,90.54714178689953,5.555397061895621,101.22501464392039,Jammu and Kashmir,watermelon
971,25,136,198,22.003811041904417,92.64844169327993,5.930663311752079,109.47933330164079,Jammu and Kashmir,watermelon
972,2,133,201,21.394900565928893,91.73381041479439,5.514964563947926,121.40493107100514,Jammu and Kashmir,watermelon
973,14,121,196,23.986684307535995,93.70165828244636,6.227635198442256,105.83464473571925,Nagaland,watermelon
974,11,124,197,23.719200248515275,93.62897774464953,6.016341606243069,118.47404461107698,Uttarakhand,watermelon
975,34,141,203,22.277210383634426,90.282266852278,5.997632405814269,103.02120234275729,Andhra Pradesh,watermelon
976,39,121,202,21.29247454874523,93.49983636160394,5.557163113857006,121.20980205244362,Jammu and Kashmir,watermelon
977,39,129,196,23.630480874938524,93.56230972675779,5.8714794709468645,105.97421281876571,Jammu and Kashmir,watermelon
978,21,139,199,22.93549449254077,92.30865688171043,6.094055135424872,101.72127309115338,Punjab,watermelon
979,18,143,196,23.60218506704327,92.29903961103527,5.899520232480228,109.99954222716659,Uttar Pradesh,watermelon
980,39,127,196,23.198686072441504,93.96253497643082,6.146759671594689,123.36438036100907,Uttar Pradesh,watermelon
981,12,135,204,21.584108677588137,91.27580111271756,5.893524672763556,114.76777739462902,Jammu and Kashmir,watermelon
982,20,138,204,22.689496323552707,92.63045728018173,6.327522551869118,115.36513916058621,Himachal Pradesh,watermelon
983,33,128,202,22.906897105286646,93.87473874293599,6.175308355942738,119.9882415767321,Andhra Pradesh,watermelon
984,9,125,204,22.90939460544596,91.4601923675347,6.38423791365583,106.97757458800905,Uttarakhand,watermelon
985,32,128,198,21.747811902696313,94.62035018534175,6.2115311783521765,111.4877518651659,Uttarakhand,watermelon
986,12,123,195,21.452796171799257,94.57414613971152,6.392162580516002,107.63837288380131,Punjab,watermelon
987,38,139,198,22.346618202307646,93.08424685277267,5.6555507648004975,114.20881528912828,Punjab,watermelon
988,2,123,199,22.879256212125263,93.02864587887841,5.666749876174388,119.79197461104786,Uttar Pradesh,grapes
989,30,142,201,22.62034617923401,92.00273799044263,5.875673699973207,113.85865877345239,Uttar Pradesh,grapes
990,0,141,202,23.72524497774844,94.48263489537177,6.264712595615133,120.61452578640207,Uttar Pradesh,grapes
991,20,135,201,21.332347002910726,94.07371439297384,6.445019252973227,108.14403067726113,Himachal Pradesh,grapes
992,15,128,198,22.276727231347408,90.24086478663048,5.796590949719238,102.011264040571,Jammu and Kashmir,grapes
993,16,130,195,21.93814112159634,91.6952924231735,5.777437981971234,115.8703097413256,Jammu and Kashmir,grapes
994,16,121,195,23.57626287985878,94.09486049680108,5.531828377826722,114.1764976080873,Himachal Pradesh,grapes
995,30,134,202,23.195971180903378,91.53573448340163,6.040179631806943,121.26793740834398,Jammu and Kashmir,grapes
996,39,132,201,23.570645797771185,93.91282659619797,5.940078971608256,121.1039734038986,Jammu and Kashmir,grapes
997,5,135,202,22.88783325342935,94.58923019867564,5.867175342078025,106.70442184477625,Nagaland,grapes
998,5,144,202,22.585629765567838,92.14739475557415,5.94732756399511,108.53551576548429,Himachal Pradesh,grapes
999,3,124,202,21.071989318124974,93.49199467221436,5.722289503852259,104.28846066459275,Himachal Pradesh,grapes
1000,114,79,51,29.524257656641318,80.10454191846704,6.378033750832725,110.2297921566388,Nagaland,banana
1001,85,75,46,26.980690417169633,84.21741455236234,5.533780621573289,98.68002408671857,Uttar Pradesh,banana
1002,89,81,47,27.120859618832565,75.33520956107334,6.24754406963701,111.36029727685631,Nagaland,banana
1003,101,70,47,25.168871742883947,79.56976097537347,5.591852737623033,99.49190832991341,Nagaland,banana
1004,107,79,48,27.040532990254786,82.97691441901571,6.335262775925575,112.06219863636927,Andhra Pradesh,banana
1005,88,88,45,28.530855667726957,79.97794743788262,5.992421825169211,115.80964916590904,Himachal Pradesh,banana
1006,93,83,51,25.788369952375437,81.86618899336807,5.941393695900605,118.26176202637146,Punjab,banana
1007,109,74,50,29.394749346304106,78.98901966993013,6.285497671058131,102.75623151535974,Nagaland,banana
1008,81,84,53,28.386240361822622,83.64530870938509,6.09366283902386,98.46109041566082,Jammu and Kashmir,banana
1009,89,74,47,25.623275155283352,75.12233786843021,6.289492288464281,118.60912179913966,Uttar Pradesh,banana
1010,114,92,48,27.55635202188564,80.76300039093887,5.755348365882841,103.37128380028483,Himachal Pradesh,banana
1011,81,74,52,26.352460132635482,84.5438618521151,6.085031169016826,91.83812742526197,Andhra Pradesh,banana
1012,92,91,52,25.94162369893267,80.24670343547791,5.5057184147677365,103.37634247555984,Nagaland,banana
1013,89,89,51,26.313606225302344,78.44793527680885,5.752346942686358,112.5386268634083,Himachal Pradesh,banana
1014,107,87,47,29.254928117449293,82.07677341300887,6.215740190528236,94.16102073951721,Himachal Pradesh,banana
1015,86,88,46,28.30380674271688,75.20800326228448,6.276360969819237,117.84239383545929,Punjab,banana
1016,93,71,46,28.076582263513252,80.52166447076088,6.219977212891979,102.50285032057305,Nagaland,banana
1017,108,90,54,26.975738510898346,79.94469665022535,5.753549443155242,109.22419873426597,Uttar Pradesh,banana
1018,91,88,54,28.468109266321445,78.01496752732487,5.775983753043222,111.90987401813939,Jammu and Kashmir,banana
1019,117,79,54,25.53813921101656,80.01611640316136,6.076127935309268,111.34808017657306,Uttar Pradesh,banana
1020,97,82,53,25.752750764574007,79.42912321199806,5.809591661037642,101.9090014664344,Uttar Pradesh,banana
1021,99,80,52,25.838513136976953,76.83319228837492,5.751937863755538,91.59125016389132,Himachal Pradesh,banana
1022,116,73,47,26.150400501690743,77.33860302122017,6.345910134487433,96.52530070436481,Uttarakhand,banana
1023,104,83,53,28.9072502291608,77.35477003063511,6.4708259740036755,113.9957998008405,Himachal Pradesh,banana
1024,103,72,52,27.5894522424828,84.4947884862278,5.551446172618514,96.38345788316708,Himachal Pradesh,banana
1025,112,81,49,27.691401399651106,80.55749924053146,6.183392379982787,91.77735459422834,Andhra Pradesh,banana
1026,102,70,50,29.568675984290618,84.54226708863904,5.7997316304139375,94.83363620747372,Jammu and Kashmir,banana
1027,99,79,46,27.047106967732553,83.11819612613343,6.3250381235064825,92.4432679962887,Punjab,banana
1028,112,84,53,28.310691792986546,76.78964361122452,5.927278972520758,116.72076818790121,Uttar Pradesh,banana
1029,84,80,53,25.55160131135963,78.51511293440853,5.60660927804422,91.86568349749766,Himachal Pradesh,banana
1030,93,73,51,26.77558953488175,75.4620645981287,6.25466636357648,114.623906642689,Himachal Pradesh,banana
1031,84,86,50,28.85210389622188,80.58129070449387,5.685027304036547,119.01777780092443,Punjab,banana
1032,109,70,52,26.263026542399878,77.83747625775882,5.705216157188656,98.05599095073957,Himachal Pradesh,banana
1033,110,90,52,25.59161868871582,75.19832279752251,5.5107472204388595,99.50603652901111,Uttar Pradesh,banana
1034,108,88,52,27.47228865143952,83.13310092960725,5.7192055414603,100.860465461542,Uttar Pradesh,banana
1035,89,84,50,26.1219375667055,78.43536407507338,6.392917890884449,99.51848219527213,Himachal Pradesh,banana
1036,111,94,50,27.61658504820807,79.29743281443194,5.519433620421706,109.44057697816162,Uttar Pradesh,banana
1037,92,76,54,25.41031339200953,81.81636800333402,6.067771092833309,102.1888881499824,Jammu and Kashmir,banana
1038,92,93,49,29.461941774764625,77.07913774324568,5.677387243300716,98.1309108581952,Punjab,banana
1039,84,88,51,27.591105756050897,79.29411326395041,6.17596654359815,104.9045524169435,Jammu and Kashmir,banana
1040,97,75,45,26.315866379205996,80.64024869963025,5.954785731778606,108.65906075142348,Himachal Pradesh,banana
1041,114,93,45,27.211848350917816,81.0230544622859,5.9385579739445555,101.14301781713039,Uttar Pradesh,banana
1042,115,73,51,25.472407931747675,82.24748866427936,6.064779919013027,103.85623449967287,Himachal Pradesh,banana
1043,93,93,54,27.840598269425207,75.92166208542838,6.204689496686061,112.61292336863637,Uttarakhand,banana
1044,91,93,48,28.08737263840265,83.76649364172359,6.17129871834369,107.42613938079077,Himachal Pradesh,banana
1045,104,88,53,28.321581142751192,75.34542044451591,5.7405375450004215,95.67772296969346,Uttar Pradesh,banana
1046,85,71,54,28.50551851723482,81.31485622012444,5.614961817700932,100.02223729744763,Jammu and Kashmir,banana
1047,103,71,54,29.071576072422726,76.6785654363762,5.522342239399252,93.35426143327648,Nagaland,banana
1048,98,94,52,25.15374799209212,79.90654827682891,5.648247970266631,96.31059934505434,Uttar Pradesh,banana
1049,89,90,45,27.611318751988424,80.45908875627019,6.153037895448382,105.03472611266784,Jammu and Kashmir,banana
1050,89,77,53,27.91744132039118,81.80698486734437,5.679600351708117,116.81528232658306,Nagaland,banana
1051,103,93,47,25.068832994831144,82.27776778801841,5.505833803134387,109.77086358466354,Punjab,banana
1052,100,77,49,27.806200654474928,75.30351718343694,5.5773518216739255,114.7883953019857,Nagaland,banana
1053,83,71,51,26.46596681295406,81.0764694792042,6.108624865181502,100.81003838653585,Himachal Pradesh,banana
1054,90,87,45,27.49794967448007,83.12115052822324,5.808214833950754,100.16158245349003,Uttar Pradesh,banana
1055,89,83,47,27.846420808475685,79.86184134729695,5.608422937714404,95.42961938042939,Uttarakhand,banana
1056,93,80,50,26.88247686298362,84.79380961775716,5.992488907156356,104.11508111527402,Jammu and Kashmir,banana
1057,85,75,48,27.115736293717408,77.41389944525937,6.219370414617248,103.03016181540296,Jammu and Kashmir,banana
1058,83,83,54,25.096247611059102,75.57243712649375,6.433031471576997,108.05199466123815,Himachal Pradesh,banana
1059,85,78,50,27.1212265159196,80.17867556569634,6.345904573721795,110.45439729541332,Uttar Pradesh,banana
1060,90,75,46,25.641333017754437,79.28493212707362,6.230629809111869,117.31779746768618,Punjab,banana
1061,95,75,49,26.63491682305344,84.11446498751127,6.2388251070769005,101.7215416819555,Uttar Pradesh,banana
1062,88,75,51,27.049769628362256,82.27892715122233,5.826365848396208,102.05243420305203,Himachal Pradesh,banana
1063,102,72,53,27.28992594669595,78.90819259446536,6.232431539460413,113.72505520572172,Jammu and Kashmir,banana
1064,93,72,49,26.322072781933258,75.90559962915084,5.667521734182944,116.11003358378841,Jammu and Kashmir,banana
1065,90,85,48,27.83603526401717,80.24682571657073,6.390146889838796,118.38655195949434,Himachal Pradesh,banana
1066,89,94,52,26.33167317877452,77.11916240401924,5.626915968601996,92.32324792981524,Nagaland,banana
1067,95,74,48,27.686399627804168,77.17197643577363,6.2228455363109285,110.22237962325474,Nagaland,banana
1068,116,72,53,25.732659408206157,82.08879083601492,6.296830528232666,93.07459996337049,Himachal Pradesh,banana
1069,103,83,53,25.80548781942756,79.72147417473563,5.6746869098082,101.77589456189772,Uttarakhand,banana
1070,106,70,53,26.38173023790143,79.48323552263844,6.204985358114129,113.6918487501287,Jammu and Kashmir,banana
1071,81,93,49,28.18722520611542,75.24634379541911,5.964477527659093,101.06627065001656,Punjab,banana
1072,107,80,47,26.460452276016344,79.22366271518841,5.867182052799372,116.68587417139184,Jammu and Kashmir,banana
1073,89,80,53,29.753216400810196,77.81548892603594,6.391992142812136,99.33507663094281,Himachal Pradesh,banana
1074,110,83,47,27.732404198408155,84.34995386250338,6.079465701240501,100.97620179670562,Himachal Pradesh,banana
1075,101,88,48,27.220886011969625,79.02712172412056,5.926347196695464,113.41742855462833,Uttarakhand,banana
1076,111,85,45,28.050878091789297,80.24292086593005,5.692814406996563,110.81798879938289,Himachal Pradesh,banana
1077,118,79,54,29.31186682778018,80.07642966575797,5.62420275627383,113.62947280495118,Jammu and Kashmir,banana
1078,101,90,46,29.664149064820243,76.52353854699723,5.583720283170177,111.85608493075496,Himachal Pradesh,banana
1079,85,88,46,29.430029470897026,80.9508861990242,5.991302261605691,108.97613981794976,Jammu and Kashmir,banana
1080,94,87,52,26.16505022102209,79.35090715922168,6.392342252011067,102.23482758319562,Jammu and Kashmir,banana
1081,92,87,47,29.224474679456474,82.69104263358037,6.2548918526329675,111.16360822634313,Punjab,banana
1082,87,80,50,25.02647081410447,78.31237220208997,6.122031803055686,99.01654275275806,Uttar Pradesh,banana
1083,100,78,46,26.05103380206622,84.22145775214177,6.051758476783794,93.62101772649024,Jammu and Kashmir,banana
1084,93,91,47,25.14604003433172,79.41692638295305,5.572120017022285,90.54236087130519,Uttar Pradesh,banana
1085,81,92,52,28.132335204245123,81.10363427115571,5.897236896540768,110.2496834103016,Uttarakhand,banana
1086,100,76,53,29.47620147978706,82.94203816749008,6.119000831991731,99.63070550482695,Jammu and Kashmir,banana
1087,103,73,52,29.10632120859565,78.81360843857163,6.433617606238654,92.5641847586079,Himachal Pradesh,banana
1088,84,89,47,28.38685707567535,75.94173444984408,5.893351051174617,94.88327097648603,Jammu and Kashmir,banana
1089,111,83,48,25.920059558488205,82.24267832755213,6.131147775687872,119.69057754677208,Himachal Pradesh,banana
1090,80,79,50,27.892367412430467,81.1673919987416,5.808167893475311,108.69596920715372,Uttar Pradesh,banana
1091,117,82,51,28.209676295994758,79.1899424391373,6.316320125215539,92.2220922753343,Uttar Pradesh,banana
1092,111,76,51,28.670812510344962,77.73387003522258,6.148283968856046,106.19493365071298,Uttarakhand,banana
1093,89,78,53,27.936050631489024,78.73123639383459,5.78700077502722,102.52857347908002,Jammu and Kashmir,banana
1094,110,81,50,26.477649511407275,82.40116275505542,6.104915137274505,111.48793126217961,Uttarakhand,banana
1095,95,93,50,28.998824160539105,81.56159995458326,6.3369894659229224,104.88389339075248,Jammu and Kashmir,banana
1096,103,83,49,25.347609154498855,80.75713497547345,5.653071567482324,91.44054640806655,Uttarakhand,banana
1097,86,84,48,27.151870218635885,75.7060813363573,5.99794982320304,91.75696864560729,Jammu and Kashmir,banana
1098,94,90,50,28.873578930328122,76.73896221027749,6.190838119008596,101.47032483888388,Uttar Pradesh,banana
1099,116,90,46,28.78212870800517,82.94985512693314,5.558304698827317,117.37225710097736,Andhra Pradesh,banana
1100,86,83,47,29.10367391156195,83.30710845745477,6.055996049480505,101.92865820681892,Himachal Pradesh,banana
1101,108,86,45,28.289349327670585,80.67760899658735,6.183687387193516,115.56214516335625,Himachal Pradesh,banana
1102,113,94,52,29.907151636497137,76.96011622521603,5.71241371852807,106.3873784076516,Himachal Pradesh,banana
1103,89,94,49,25.419048832189,76.61481784271157,5.840262926827944,114.98344512035275,Nagaland,banana
1104,82,90,52,25.456430402513263,77.0159222409993,5.995285392558511,92.33900593330682,Nagaland,banana
1105,113,71,46,28.6922569266781,75.89316677205922,5.933440553703007,119.44297710787927,Andhra Pradesh,banana
1106,109,78,49,29.075116350464015,76.04525903982882,5.912159000657456,91.94677306133894,Nagaland,banana
1107,81,74,54,26.136609324062842,79.52905180926304,5.655876865373289,91.45265783063027,Uttarakhand,banana
1108,91,75,50,26.72979790691623,78.9323547609055,5.8085024991983545,114.26328851174904,Himachal Pradesh,banana
1109,90,89,52,28.07531653673596,80.53867100172299,6.066761328023069,114.73844449263298,Uttar Pradesh,banana
1110,106,77,51,25.753896068042366,77.87503957609728,6.4628682927020655,111.97866462876458,Jammu and Kashmir,banana
1111,88,89,49,26.96009927888294,75.46759954014779,5.825336166959365,98.16731327542315,Jammu and Kashmir,banana
1112,81,83,49,25.484454286095627,82.78121069596924,6.465395746629093,90.95676257772851,Himachal Pradesh,banana
1113,85,91,46,29.00882451571261,75.05382001982503,6.180548774609519,111.67900040393265,Himachal Pradesh,banana
1114,84,81,48,26.846699353661716,80.89902826894271,5.944182961838438,96.56950157264642,Uttar Pradesh,banana
1115,110,94,46,29.024451092713207,78.74055360354953,5.873904419234713,107.96500407445981,Jammu and Kashmir,banana
1116,100,71,52,26.63686138208328,84.33575460453805,5.816965520062751,118.67469996048757,Uttarakhand,banana
1117,105,72,54,26.142614226275818,76.7762682507081,5.940912094116497,103.98369653765828,Uttarakhand,banana
1118,109,75,49,26.620103253541288,84.63147518532764,6.067189966667833,106.30295863517051,Jammu and Kashmir,banana
1119,107,89,51,26.73139535398944,81.79618337293692,6.027550999571509,114.06507277386238,Nagaland,banana
1120,97,94,50,29.418408025593788,81.39151406239058,6.159533905736823,117.77065040767454,Jammu and Kashmir,banana
1121,91,71,52,26.34848629036097,80.1820219040479,5.938021599025767,118.11462518875331,Punjab,banana
1122,95,70,49,29.279358572282202,82.6531036912009,5.8672832181417025,98.46562717172685,Uttarakhand,banana
1123,103,92,53,26.22085641010535,84.10555434552867,6.28363417322088,111.81831764686092,Nagaland,banana
1124,116,71,53,27.615086350062846,80.67446992442308,5.627585980504908,118.02925186809058,Punjab,banana
1125,106,77,47,29.658278264461483,77.90322863829135,6.438903033809159,95.92543302075038,Punjab,banana
1126,83,73,51,25.194732497730662,81.43407158163933,6.461325942711679,110.37553563639284,Uttar Pradesh,banana
1127,90,77,46,25.989698512976798,81.94600623102696,5.939374047945429,97.41535810084193,Nagaland,banana
1128,87,81,47,26.18112135657808,80.1171746845155,5.6248624789795505,112.41654435394793,Punjab,banana
1129,86,86,52,28.620643204816222,84.72861110458548,5.744331963768661,115.0534312562736,Himachal Pradesh,banana
1130,116,81,49,25.41305587686319,80.60058041817894,5.840030637660109,99.53662011896584,Nagaland,banana
1131,105,94,49,26.22851866782365,84.07403727489418,5.76741964204296,97.04505027945577,Punjab,banana
1132,110,84,54,28.87682158384235,77.2946753875322,5.669661755789224,104.98482383595295,Andhra Pradesh,banana
1133,88,84,45,28.243015028095662,75.48553908034545,5.55497478000317,114.82818550748028,Nagaland,banana
1134,117,94,47,26.86900127540461,84.86969238486142,6.435718440501117,97.16770099608406,Himachal Pradesh,banana
1135,106,82,45,28.837991122052696,83.37899219956353,6.248225873062542,107.96496133627436,Nagaland,banana
1136,86,89,52,26.72935586914519,78.10136297681916,5.935819777200928,112.27112357840157,Nagaland,banana
1137,97,92,46,26.536708067432386,77.85560933599838,6.188511499252559,113.93794367944923,Andhra Pradesh,banana
1138,118,85,54,28.712296480473885,84.01580684716791,5.612078802175104,103.15640894446166,Jammu and Kashmir,banana
1139,85,87,52,28.487382286213915,82.01638571978333,5.720930410900595,106.21480201367987,Jammu and Kashmir,banana
1140,119,93,47,28.841311962939237,80.97272664153769,6.360636309854822,114.85615315517005,Nagaland,banana
1141,108,84,48,28.367048950807963,76.59765745210643,5.977477060169671,94.91062299262829,Nagaland,banana
1142,82,76,53,25.221057960091752,84.312874514916,6.152921674995918,105.55305918156643,Jammu and Kashmir,banana
1143,90,86,49,27.0786698486007,84.6472713229414,5.7654863710915425,99.61767633986506,Himachal Pradesh,banana
1144,81,82,50,26.718045594871224,76.14575877836776,5.623235365370429,97.40183495435248,Andhra Pradesh,banana
1145,89,87,45,25.325514927953183,80.34006362487776,6.2531078339952275,110.65827034638815,Uttarakhand,banana
1146,82,87,54,27.35506978997958,82.75546180761778,6.056008367546098,102.54725904450679,Nagaland,banana
1147,116,85,45,26.500970406857935,77.84093580279108,6.135086553376852,119.67730908762924,Uttarakhand,banana
1148,89,85,45,25.274291406852218,81.6499674616086,5.800182340551609,115.79773098916726,Nagaland,banana
1149,98,91,52,27.79844714862838,75.27516982884225,5.63170746167289,103.85215963482452,Uttar Pradesh,banana
1150,83,92,49,28.499753474770138,83.45254661921571,6.463838037765751,101.27643694588643,Andhra Pradesh,banana
1151,91,79,54,25.35322269769777,83.05160416121092,5.7560132537375,92.08443708770334,Himachal Pradesh,banana
1152,86,85,52,26.67164380649111,83.22502693778571,5.614981407474286,111.74852757535228,Punjab,banana
1153,114,75,50,28.600422030281287,77.270526342706,6.478444961377912,91.78755102638699,Andhra Pradesh,banana
1154,95,70,50,29.379586104838744,76.54091473932193,5.599986252817473,106.63722808242935,Jammu and Kashmir,banana
1155,84,71,53,25.274963316979672,76.9442239962927,5.9297317615138985,114.44239082134558,Jammu and Kashmir,banana
1156,83,90,52,25.589209986057842,76.0768691451851,6.1822585077518095,90.3148112508167,Uttarakhand,banana
1157,90,73,46,25.46181399038955,80.22673482613423,6.332516322444236,105.86995773517614,Jammu and Kashmir,banana
1158,91,78,50,27.082885082700624,76.39034438824186,5.580415299995346,96.77781076695501,Uttar Pradesh,banana
1159,96,82,50,29.599755777777705,76.01250963653483,5.685342796356111,99.56904181235507,Nagaland,banana
1160,108,90,50,29.212609613782625,78.05456524698417,5.956534728034135,94.15383920576829,Andhra Pradesh,banana
1161,91,94,53,29.518900128468104,79.66695586459429,5.750189225109152,101.3105376053782,Uttar Pradesh,banana
1162,110,79,47,26.468358635230764,79.35896629267808,6.36183985773818,100.13230715974933,Nagaland,banana
1163,81,70,46,26.65722389317106,75.94345034620572,6.48913509054801,117.23987200124934,Jammu and Kashmir,banana
1164,109,78,50,28.86074339075017,82.33026214858687,5.589909987486399,110.21496604598453,Jammu and Kashmir,banana
1165,94,71,46,25.636816147549116,80.08002100172408,5.7070335222589925,106.01681684319301,Nagaland,banana
1166,90,85,47,26.812518941090254,81.08333954586674,5.954633917836562,95.38643524185416,Nagaland,banana
1167,84,79,45,28.38075868272137,77.51727589902129,6.2948669919961535,109.46270227755394,Jammu and Kashmir,banana
1168,90,71,45,29.266363710822922,82.61666463248577,6.2702225345044855,119.65501703798665,Jammu and Kashmir,banana
1169,118,71,49,27.83840446368373,82.55824392482596,6.224192123784972,114.70883754625368,Nagaland,banana
1170,112,70,46,27.150338272018356,79.12616576586063,5.627756073255662,119.19886035163888,Himachal Pradesh,banana
1171,115,85,52,25.173174108609647,77.21372093214632,6.37980348720583,102.71061102220972,Himachal Pradesh,banana
1172,93,91,48,27.962506148575407,77.81531526798834,5.811635565464357,94.54819115673166,Andhra Pradesh,banana
1173,90,89,48,29.82713907937051,75.63769515447973,5.886166458442907,116.54923073243782,Uttar Pradesh,banana
1174,103,81,54,29.468736548183053,75.1730091645062,6.232296227484667,103.93681767340149,Andhra Pradesh,banana
1175,100,75,54,25.094981394820326,76.15772692535883,5.517028469317243,95.67698016326511,Himachal Pradesh,banana
1176,111,86,53,25.28579366275834,78.97563190924214,5.555042859556392,115.7426529037769,Andhra Pradesh,banana
1177,113,93,46,25.231649168658976,81.4260777761513,6.365143978528527,91.4836948008698,Nagaland,banana
1178,118,88,52,29.340940712940313,80.86704343966882,5.65131788002305,90.94925281955852,Jammu and Kashmir,banana
1179,93,90,48,28.42852260442819,79.91282761925034,6.089061163815657,94.14399812161827,Himachal Pradesh,banana
1180,89,78,54,28.066944982929975,84.59928189356894,6.283914222335783,98.16901959537236,Uttarakhand,banana
1181,110,72,45,26.86733469680835,82.73002850559816,5.707531763813346,103.58108916960283,Himachal Pradesh,banana
1182,93,76,47,25.318729009931566,83.90762359930616,6.026543967043116,116.53154454700453,Jammu and Kashmir,banana
1183,97,89,46,26.66033369823005,79.64107479737622,5.8638326256843305,95.43414107122088,Himachal Pradesh,banana
1184,112,76,52,28.167201554887725,78.54146645265676,5.762451150327996,104.81833443592014,Uttarakhand,banana
1185,119,75,50,28.54736005799973,80.7560413189642,6.2247255773693615,102.46806790487928,Jammu and Kashmir,banana
1186,90,75,54,28.07952191956326,83.4766807642433,6.404178978790033,117.92474024379987,Uttarakhand,banana
1187,81,90,53,25.571538411738878,77.19491198453615,5.599610836744529,96.80589981644445,Andhra Pradesh,banana
1188,105,90,46,27.582674420986958,79.35721695746268,5.712759437246943,97.2906221279484,Jammu and Kashmir,banana
1189,95,70,52,28.334109218791024,82.4734115925515,6.429197992991656,95.0322168070865,Himachal Pradesh,banana
1190,96,81,52,28.71371985226957,75.37821875622802,5.760930329591159,96.46271281193081,Nagaland,banana
1191,115,92,51,28.46186605723586,78.95941308444344,5.939541344054268,93.52807384728347,Uttarakhand,banana
1192,112,87,53,26.070263639272248,76.00735486151403,5.570919025780719,113.74139004433788,Punjab,banana
1193,90,75,50,27.37260989706538,76.02019774220035,6.181282349838111,92.46717705560121,Uttar Pradesh,banana
1194,87,85,54,28.91024524093233,78.81652319569149,6.243755899388942,99.8054135462415,Andhra Pradesh,banana
